District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Reducing sugar,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Urine test,47
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Bile salts,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Bile Pigments,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Urobili nogen,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Porpho bilinogen,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Acetone,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Chyle,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Semen Analysis,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Bence John's Protein,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Specific gravity,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Others,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Stool Test,114
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Occult blood,5
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Reducing sugar,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Urine test,783
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Bile salts,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Bile Pigments,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Urobili nogen,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Porpho bilinogen,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Acetone,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Chyle,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Semen Analysis,2
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Bence John's Protein,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Specific gravity,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Others,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Stool Test,523
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Occult blood,284
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Reducing sugar,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Urine test,3045
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Bile salts,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Bile Pigments,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Urobili nogen,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Porpho bilinogen,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Acetone,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Chyle,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Semen Analysis,9
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Bence John's Protein,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Specific gravity,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Others,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Stool Test,500
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Occult blood,1
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Reducing sugar,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Urine test,1860
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Bile salts,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Bile Pigments,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Urobili nogen,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Porpho bilinogen,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Acetone,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Chyle,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Semen Analysis,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Bence John's Protein,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Specific gravity,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Others,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Stool Test,453
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Occult blood,89
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Reducing sugar,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Urine test,3442
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Bile salts,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Bile Pigments,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Urobili nogen,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Porpho bilinogen,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Acetone,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Chyle,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Semen Analysis,5
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Bence John's Protein,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Specific gravity,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Others,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Stool Test,1048
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Occult blood,46
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Reducing sugar,440
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Urine test,6088
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Bile salts,151
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Bile Pigments,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Urobili nogen,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Porpho bilinogen,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Acetone,9
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Chyle,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Semen Analysis,23
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Bence John's Protein,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Specific gravity,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Others,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Stool Test,3800
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Occult blood,534
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Reducing sugar,47
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Urine test,18740
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Bile salts,1197
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Bile Pigments,3
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Urobili nogen,1
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Porpho bilinogen,33
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Acetone,208
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Chyle,4
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Semen Analysis,73
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Bence John's Protein,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Specific gravity,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Others,8548
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Stool Test,1126
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Occult blood,46
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Reducing sugar,225
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Urine test,9920
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Bile salts,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Bile Pigments,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Urobili nogen,2
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Porpho bilinogen,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Acetone,3
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Chyle,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Semen Analysis,4
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Bence John's Protein,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Specific gravity,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Others,61
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Stool Test,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Occult blood,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Reducing sugar,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Urine test,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Bile salts,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Bile Pigments,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Urobili nogen,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Porpho bilinogen,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Acetone,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Chyle,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Semen Analysis,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Bence John's Protein,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Specific gravity,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Others,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Stool Test,104
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Occult blood,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Reducing sugar,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Urine test,340
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Bile salts,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Bile Pigments,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Urobili nogen,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Porpho bilinogen,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Acetone,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Chyle,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Semen Analysis,15
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Bence John's Protein,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Specific gravity,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Others,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Stool Test,577
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Occult blood,1
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Reducing sugar,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Urine test,2411
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Bile salts,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Bile Pigments,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Urobili nogen,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Porpho bilinogen,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Acetone,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Chyle,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Semen Analysis,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Bence John's Protein,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Specific gravity,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Others,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Stool Test,320
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Occult blood,34
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Reducing sugar,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Urine test,3577
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Bile salts,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Bile Pigments,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Urobili nogen,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Acetone,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Chyle,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Semen Analysis,4
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Specific gravity,0
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Others,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Stool Test,1253
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Occult blood,57
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Reducing sugar,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Urine test,3726
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Bile salts,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Bile Pigments,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Urobili nogen,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Acetone,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Chyle,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Semen Analysis,9
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Specific gravity,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Others,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Stool Test,3159
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Occult blood,47
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Reducing sugar,1055
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Urine test,10903
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Bile salts,523
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Bile Pigments,888
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Urobili nogen,4892
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Porpho bilinogen,1648
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Acetone,4892
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Chyle,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Semen Analysis,83
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Bence John's Protein,758
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Specific gravity,4892
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Others,32
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Stool Test,137
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Occult blood,9
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Reducing sugar,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Urine test,2158
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Bile salts,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Bile Pigments,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Urobili nogen,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Acetone,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Chyle,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Semen Analysis,43
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Specific gravity,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Others,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Stool Test,1253
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Occult blood,223
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Reducing sugar,408
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Urine test,7210
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Bile salts,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Bile Pigments,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Urobili nogen,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Acetone,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Chyle,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Semen Analysis,16
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Specific gravity,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Others,253
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Stool Test,1084
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Occult blood,116
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Reducing sugar,61
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Urine test,7892
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Bile salts,8
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Bile Pigments,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Urobili nogen,25
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Acetone,22
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Chyle,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Semen Analysis,115
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Specific gravity,1
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Others,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Stool Test,242
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Occult blood,3
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Reducing sugar,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Urine test,5106
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Bile salts,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Bile Pigments,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Urobili nogen,4
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Acetone,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Chyle,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Semen Analysis,1
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Specific gravity,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Others,1
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Stool Test,287
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Occult blood,29
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Reducing sugar,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Urine test,2245
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Bile salts,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Bile Pigments,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Urobili nogen,1
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Acetone,7
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Chyle,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Semen Analysis,4
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Specific gravity,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Others,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Stool Test,263
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Occult blood,17
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Reducing sugar,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Urine test,3235
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Bile salts,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Bile Pigments,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Urobili nogen,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Acetone,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Chyle,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Semen Analysis,40
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Specific gravity,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Others,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Stool Test,127
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Occult blood,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Reducing sugar,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Urine test,758
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Bile salts,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Bile Pigments,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Urobili nogen,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Acetone,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Chyle,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Semen Analysis,3
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Specific gravity,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Others,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Stool Test,135
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Occult blood,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Reducing sugar,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Urine test,149
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bile salts,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bile Pigments,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Urobili nogen,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Acetone,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Chyle,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Semen Analysis,9
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Specific gravity,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Others,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Stool Test,311
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Occult blood,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Reducing sugar,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Urine test,517
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bile salts,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bile Pigments,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Urobili nogen,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Acetone,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Chyle,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Semen Analysis,1
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Specific gravity,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Others,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Stool Test,154
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Occult blood,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Reducing sugar,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Urine test,1205
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bile salts,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bile Pigments,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Urobili nogen,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Acetone,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Chyle,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Semen Analysis,33
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Specific gravity,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Others,5
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Stool Test,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Occult blood,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Reducing sugar,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Urine test,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bile salts,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bile Pigments,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Urobili nogen,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Porpho bilinogen,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Acetone,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Chyle,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Semen Analysis,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Bence John's Protein,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Specific gravity,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Others,0
