District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),1963
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Primary Treatment (Persons),17027
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Depo Service Provide (Persons),2837
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,ANC Checkup,1931
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,PNC Serice (Persons),1270
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,13131
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),1696
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Primary Treatment (Persons),13706
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Depo Service Provide (Persons),6755
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,ANC Checkup,2347
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,PNC Serice (Persons),682
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,10856
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),2142
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Primary Treatment (Persons),18253
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Depo Service Provide (Persons),12966
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,ANC Checkup,3185
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,PNC Serice (Persons),1733
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,18393
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),1711
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Primary Treatment (Persons),19684
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Depo Service Provide (Persons),7343
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,ANC Checkup,5260
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,PNC Serice (Persons),1536
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,25342
Morang,Kosi,Terai,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),3040
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Primary Treatment (Persons),30912
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Depo Service Provide (Persons),14302
Morang,Kosi,Terai,Eastern,2068/69,2011/12,ANC Checkup,11224
Morang,Kosi,Terai,Eastern,2068/69,2011/12,PNC Serice (Persons),3656
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,49533
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),1816
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Primary Treatment (Persons),10335
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Depo Service Provide (Persons),4514
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,ANC Checkup,10035
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,PNC Serice (Persons),1070
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,9168
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),874
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Primary Treatment (Persons),8510
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Depo Service Provide (Persons),2818
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,ANC Checkup,959
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,PNC Serice (Persons),524
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,6782
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),717
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Primary Treatment (Persons),4902
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Depo Service Provide (Persons),816
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,ANC Checkup,548
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,PNC Serice (Persons),246
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,3185
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),993
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Primary Treatment (Persons),6145
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Depo Service Provide (Persons),2322
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,ANC Checkup,983
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,PNC Serice (Persons),277
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,7862
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),2341
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Primary Treatment (Persons),13735
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Depo Service Provide (Persons),3581
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,ANC Checkup,1202
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,PNC Serice (Persons),684
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,11140
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),604
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Primary Treatment (Persons),3940
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Depo Service Provide (Persons),789
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,ANC Checkup,521
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,PNC Serice (Persons),284
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,3173
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),1853
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Primary Treatment (Persons),15683
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Depo Service Provide (Persons),3064
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,ANC Checkup,1321
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PNC Serice (Persons),359
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,7339
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),1821
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Primary Treatment (Persons),11968
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Depo Service Provide (Persons),2441
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,ANC Checkup,1711
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PNC Serice (Persons),892
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,8208
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),1735
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Primary Treatment (Persons),13065
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Depo Service Provide (Persons),4495
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,ANC Checkup,3340
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PNC Serice (Persons),1306
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,14007
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),4448
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Primary Treatment (Persons),19359
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Depo Service Provide (Persons),7761
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,ANC Checkup,18397
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PNC Serice (Persons),3790
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,34918
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PHC-ORC Conduction (Times),2946
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Primary Treatment (Persons),19426
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Depo Service Provide (Persons),3741
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,ANC Checkup,8727
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PNC Serice (Persons),2443
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Growth Monitoring <5 yrs,51585
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PHC-ORC Conduction (Times),3212
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Primary Treatment (Persons),29104
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Depo Service Provide (Persons),2332
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,ANC Checkup,15116
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PNC Serice (Persons),5140
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Growth Monitoring <5 yrs,30394
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PHC-ORC Conduction (Times),3254
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Primary Treatment (Persons),24120
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Depo Service Provide (Persons),8297
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,ANC Checkup,19480
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PNC Serice (Persons),6593
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Growth Monitoring <5 yrs,53304
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PHC-ORC Conduction (Times),2222
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Primary Treatment (Persons),25572
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Depo Service Provide (Persons),1490
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,ANC Checkup,6994
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PNC Serice (Persons),3048
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Growth Monitoring <5 yrs,25256
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PHC-ORC Conduction (Times),1376
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Primary Treatment (Persons),15130
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Depo Service Provide (Persons),2925
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,ANC Checkup,1972
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PNC Serice (Persons),680
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Growth Monitoring <5 yrs,7788
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PHC-ORC Conduction (Times),1592
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Primary Treatment (Persons),14806
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Depo Service Provide (Persons),4370
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,ANC Checkup,1829
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PNC Serice (Persons),348
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Growth Monitoring <5 yrs,7751
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PHC-ORC Conduction (Times),1617
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Primary Treatment (Persons),13365
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Depo Service Provide (Persons),2561
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,ANC Checkup,1795
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PNC Serice (Persons),625
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Growth Monitoring <5 yrs,4887
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PHC-ORC Conduction (Times),2305
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Primary Treatment (Persons),15044
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Depo Service Provide (Persons),12929
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,ANC Checkup,2011
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PNC Serice (Persons),993
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,Growth Monitoring <5 yrs,10129
Kavre,Bagmati,Hill,Central,2068/69,2011/12,PHC-ORC Conduction (Times),3558
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Primary Treatment (Persons),28736
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Depo Service Provide (Persons),11014
Kavre,Bagmati,Hill,Central,2068/69,2011/12,ANC Checkup,3449
Kavre,Bagmati,Hill,Central,2068/69,2011/12,PNC Serice (Persons),1059
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Growth Monitoring <5 yrs,34128
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,PHC-ORC Conduction (Times),0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Primary Treatment (Persons),0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Depo Service Provide (Persons),0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,ANC Checkup,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,PNC Serice (Persons),0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Growth Monitoring <5 yrs,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,PHC-ORC Conduction (Times),707
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Primary Treatment (Persons),5670
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Depo Service Provide (Persons),1532
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,ANC Checkup,300
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,PNC Serice (Persons),103
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Growth Monitoring <5 yrs,1816
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,PHC-ORC Conduction (Times),1712
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Primary Treatment (Persons),17065
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Depo Service Provide (Persons),6536
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,ANC Checkup,1451
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,PNC Serice (Persons),551
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Growth Monitoring <5 yrs,9870
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,PHC-ORC Conduction (Times),1920
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Primary Treatment (Persons),18687
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Depo Service Provide (Persons),4826
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,ANC Checkup,1913
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,PNC Serice (Persons),1121
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Growth Monitoring <5 yrs,10751
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,PHC-ORC Conduction (Times),432
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Primary Treatment (Persons),5221
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Depo Service Provide (Persons),514
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,ANC Checkup,527
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,PNC Serice (Persons),174
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Growth Monitoring <5 yrs,3168
Dhading,Bagmati,Hill,Central,2068/69,2011/12,PHC-ORC Conduction (Times),2099
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Primary Treatment (Persons),21287
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Depo Service Provide (Persons),8074
Dhading,Bagmati,Hill,Central,2068/69,2011/12,ANC Checkup,3569
Dhading,Bagmati,Hill,Central,2068/69,2011/12,PNC Serice (Persons),2238
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Growth Monitoring <5 yrs,22205
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,PHC-ORC Conduction (Times),1478
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Primary Treatment (Persons),11792
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Depo Service Provide (Persons),9542
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,ANC Checkup,3150
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,PNC Serice (Persons),509
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Growth Monitoring <5 yrs,14961
Rautahat,Narayani,Terai,Central,2068/69,2011/12,PHC-ORC Conduction (Times),3377
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Primary Treatment (Persons),22709
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Depo Service Provide (Persons),3674
Rautahat,Narayani,Terai,Central,2068/69,2011/12,ANC Checkup,14238
Rautahat,Narayani,Terai,Central,2068/69,2011/12,PNC Serice (Persons),4767
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Growth Monitoring <5 yrs,30574
Bara,Narayani,Terai,Central,2068/69,2011/12,PHC-ORC Conduction (Times),2848
Bara,Narayani,Terai,Central,2068/69,2011/12,Primary Treatment (Persons),16673
Bara,Narayani,Terai,Central,2068/69,2011/12,Depo Service Provide (Persons),2437
Bara,Narayani,Terai,Central,2068/69,2011/12,ANC Checkup,7815
Bara,Narayani,Terai,Central,2068/69,2011/12,PNC Serice (Persons),2890
Bara,Narayani,Terai,Central,2068/69,2011/12,Growth Monitoring <5 yrs,18147
Parsa,Narayani,Terai,Central,2068/69,2011/12,PHC-ORC Conduction (Times),0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Primary Treatment (Persons),0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Depo Service Provide (Persons),0
Parsa,Narayani,Terai,Central,2068/69,2011/12,ANC Checkup,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,PNC Serice (Persons),0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Growth Monitoring <5 yrs,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,PHC-ORC Conduction (Times),1126
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Primary Treatment (Persons),9689
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Depo Service Provide (Persons),2836
Chitwan,Narayani,Terai,Central,2068/69,2011/12,ANC Checkup,3963
Chitwan,Narayani,Terai,Central,2068/69,2011/12,PNC Serice (Persons),697
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Growth Monitoring <5 yrs,10349
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),2327
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),23436
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),3050
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,ANC Checkup,2128
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,PNC Serice (Persons),1017
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,15395
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),1924
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),18339
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),772
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,ANC Checkup,1928
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,PNC Serice (Persons),330
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,10652
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),1603
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),10004
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),2666
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,ANC Checkup,2133
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,PNC Serice (Persons),1030
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,10331
Syangja,Gandaki,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),2261
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),18179
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),1255
Syangja,Gandaki,Hill,Western,2068/69,2011/12,ANC Checkup,2538
Syangja,Gandaki,Hill,Western,2068/69,2011/12,PNC Serice (Persons),580
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,13056
Kaski,Gandaki,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),1704
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),19666
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),1710
Kaski,Gandaki,Hill,Western,2068/69,2011/12,ANC Checkup,2830
Kaski,Gandaki,Hill,Western,2068/69,2011/12,PNC Serice (Persons),1257
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,23371
Manang,Gandaki,Mountain,Western,2068/69,2011/12,PHC-ORC Conduction (Times),96
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Primary Treatment (Persons),313
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Depo Service Provide (Persons),5
Manang,Gandaki,Mountain,Western,2068/69,2011/12,ANC Checkup,8
Manang,Gandaki,Mountain,Western,2068/69,2011/12,PNC Serice (Persons),0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Growth Monitoring <5 yrs,95
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,PHC-ORC Conduction (Times),186
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Primary Treatment (Persons),1116
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Depo Service Provide (Persons),76
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,ANC Checkup,8
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,PNC Serice (Persons),1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Growth Monitoring <5 yrs,146
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),803
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),6814
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),458
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,ANC Checkup,890
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,PNC Serice (Persons),230
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,5005
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),1167
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),8295
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),333
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,ANC Checkup,965
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,PNC Serice (Persons),219
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,6201
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),1199
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),18015
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),1128
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,ANC Checkup,1694
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,PNC Serice (Persons),917
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,6180
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),2220
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),18192
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),2869
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,ANC Checkup,4351
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,PNC Serice (Persons),1307
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,15387
Palpa,Lumbini,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),2122
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),16622
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),2776
Palpa,Lumbini,Hill,Western,2068/69,2011/12,ANC Checkup,2896
Palpa,Lumbini,Hill,Western,2068/69,2011/12,PNC Serice (Persons),367
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,8457
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PHC-ORC Conduction (Times),2432
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Primary Treatment (Persons),15791
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Depo Service Provide (Persons),1687
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,ANC Checkup,5266
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,PNC Serice (Persons),915
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Growth Monitoring <5 yrs,19166
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PHC-ORC Conduction (Times),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Primary Treatment (Persons),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Depo Service Provide (Persons),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,ANC Checkup,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,PNC Serice (Persons),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Growth Monitoring <5 yrs,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PHC-ORC Conduction (Times),3186
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Primary Treatment (Persons),29005
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Depo Service Provide (Persons),11667
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,ANC Checkup,13176
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,PNC Serice (Persons),5764
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Growth Monitoring <5 yrs,34717
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PHC-ORC Conduction (Times),657
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Primary Treatment (Persons),10793
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Depo Service Provide (Persons),536
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,ANC Checkup,1883
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,PNC Serice (Persons),99
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Growth Monitoring <5 yrs,2802
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),1487
