District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,1
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,2
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,1
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,2
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Total,Female,2
Bara,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Total,Male,4
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,3
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Total,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Total,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Total,Female,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Total,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,1
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,1
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Total,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PF Imported,Total,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Total,Female,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,PM Imported,Total,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Female,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Female,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Female,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Male,1
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Male,1
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Male,1
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Female,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Male,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Male,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Male,7
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Male,7
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PF Imported,Total,Male,7
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,2
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,2
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Female,2
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Male,2
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Male,1
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Male,1
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Female,0
Kaski,Gandaki,Hill,Western,2070/71,2013/14,PM Imported,Total,Male,2
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Indigenous,Total,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Indigenous,Total,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Imported,Total,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PF Imported,Total,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Indigenous,Total,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Indigenous,Total,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Imported,Total,Female,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,PM Imported,Total,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Indigenous,Total,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Indigenous,Total,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Imported,Total,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PF Imported,Total,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Indigenous,Total,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Indigenous,Total,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Imported,Total,Female,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,PM Imported,Total,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,Total,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,Total,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Imported,Total,Female,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Imported,Total,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Female,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Indigenous,Total,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Female,1
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Female,1
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,Total,Female,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PF Imported,Total,Male,1
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Female,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Indigenous,Total,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
