District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,PM Imported,Total,Female,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,PM Imported,Total,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Total,Female,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Total,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Total,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Total,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Total,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Total,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Total,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Total,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Total,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Total,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Total,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Total,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Total,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Total,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Total,Female,0
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Total,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Total,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Indigenous,Total,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Total,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PF Imported,Total,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Total,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Indigenous,Total,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Total,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2070/71,2013/14,PM Imported,Total,Male,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,1
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,Total,Female,1
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,Total,Male,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Female,2
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Male,3
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Female,2
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Male,3
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,Total,Female,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,Total,Male,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,1
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,1
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,Total,Female,1
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,Total,Male,1
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Male,1
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Male,1
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,Total,Female,0
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,Total,Male,2
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,1
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,5
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,1
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,Total,Female,5
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Indigenous,Total,Male,2
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,Total,Female,1
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PF Imported,Total,Male,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,3
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,1
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,4
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,1
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,Total,Female,4
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Indigenous,Total,Male,5
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,Total,Female,0
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,PM Imported,Total,Male,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,2
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Female,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Male,2
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Total,Female,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Total,Male,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Male,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,2
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,2
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Total,Female,2
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Total,Male,4
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,1
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Female,1
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,1
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,1
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Total,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Total,Male,1
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Total,Female,0
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Total,Male,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,2
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,2
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Total,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PF Imported,Total,Male,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,1
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,1
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Indigenous,Total,Male,2
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,3
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,9
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,3
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,9
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Total,Female,6
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,PM Imported,Total,Male,18
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,2
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Male,2
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,Total,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PF Imported,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Indigenous,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,PM Imported,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Indigenous,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Indigenous,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Indigenous,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Indigenous,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Imported,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Imported,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Imported,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Imported,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Imported,5 to 14 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Imported,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,PF Imported,Total,Male,0
