District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Indicator 2,Indicator 3,Value
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.4,Total,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PF Imported.5,Total,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,1
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,5
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,1
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Indigenous.4,Total,Female,5
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Indigenous.5,Total,Male,2
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,1
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,2
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Imported.4,Total,Female,1
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PF Imported.5,Total,Male,2
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Imported.4,Total,Female,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PM Imported.5,Total,Male,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
